Piazza Anfiteatro,14.4952483,40.74970709999999,4
Porta Marina,14.4831917,40.7485259,1
Porta Nocera,14.4934226,40.7495633,1
Porta Sarno,14.4944747,40.75284,1
Porta di Stabia,14.49008,40.74827,1
Porta Ercolano,14.4812241,40.75177089999999,1
Porta Capua - Scavi,14.4866645,40.7542549,1
Porta Vesuvio,14.48413490000001,40.753367,1
Piazza Esedra,14.4840813,40.7473447,1
Villa dei Misteri,14.4774634,40.75368829999999,3
